object_in_ context,OBJECT ID,TITLE,SUPPLIED_TITLE,DATE,SUBJECT_NAME,SUBJECT_NAME_2,SUBJECT_NAME_3,SUBJECT_NAME_4,SUBJECT_TOPIC,SUBJECT_TOPIC_2,SUBJECT_TOPIC_3,SUBJECT_GEOGRAPHIC,SUBJECT_GEOGRAPHIC_2,DESCRIPTION,TECHNIQUE ,TECHNIQUE_2,URI_medium,CREDIT LINE,DIMS (HxW),PUBLISHER,CREATOR,NAME TYPE (personalal / corporate),ACTIVE DATES,DOB/DOD,NATIONALITY
https://kiva.lib.utk.edu/egypt/items/show/672,1992.2.28,Environs de Bedouin,,1870-1929,,,,,Villages--Egypt.,,,,,"A peasant village on the Nile River; a group of simpel mud and brick houses situated on the Nile River, several people mill about before the modest structures (fore and middle ground); copse of palm trees (background); ""Edition Photoglob 5215. Environs de Bedouin"" in white along bottom of print. (Number on object is 28/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8 x 10.75 in,Edition Photoglob Co.,,,19th-20th centuries,,
https://kiva.lib.utk.edu/egypt/items/show/677,1992.2.22,Luxor-Hôtel,,1870-1929,"Luxor Hotel (Luxor, Egypt)",,,,Hotels--Egypt--Luxor,,,Luxor (Egypt),,"The Luxor Hotel at Luxor, East Thebes; western style hotel built for tourists visiting Egypt, late 19th - early 20th century; group of people in western clothes pose for picture before entrance to hotel, porter station, behind, Egyptian man standing a little distance from group, man sits near weathered statues possible taken from sites at Luxor (bottom right foreground); ""EDIT. PHOTOGLOB 5493. Luxor-Hôtel."" in white along bottom of print. (Number on object is 22/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8 in,Edition Photoglob Co.,,,19th-20th centuries,,
https://kiva.lib.utk.edu/egypt/items/show/679,1992.2.27,,Feluka on the Nile River,1870-1929,,,,,,Boats and boating--Egypt,Sailboats--Egypt,,Nile River,"A feluka upon the Nile, both sails outstretched in opposite directions (foreground); another vessel closer to rocky cliffs (background); ""Edition Photoglob 5632 Ge..."" (paper loss in title) in white along bottom of print. (Number on object is 27/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8 x 10.75 in,Edition Photoglob Co.,,,19th-20th centuries,,
https://kiva.lib.utk.edu/egypt/items/show/695,1992.2.14,Karnak Grand Temple; Salle Hypostyle,,1870-1929,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"Hypostyle Hall, Temple of Amen at Karnak, East Thebes (New Kingdom Dynasty XIX); open papyrus columns of the Temple of Amen hypostyle hall heavily inscribed with images of deities, hieroglyphs, and cartouches of builder, Rameses II; closed papyrus ruins (background); ""Karnak Grand Temple Salle Hypostyle...."" in white along bottom of print. (Number on object is 14/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/700,1992.2.18,Karnak Pylône d'Eugertes,,1870-1929,"Ptolemy III Euergetes, King of Egypt, -221 B.C.",,,,Temples--Egypt,,,Karnak (Egypt),,"Gateway of Ptolemy III, Euergetes I at Karnak, East Thebes (Ptolemaic Period); monumental gateway heavily inscribed with six rows of deities, kings, and hieroglyphs supporting lintel adorned with the winged sun disk, Egyptian man stands before shadows in between gateway; ruins of processional statues and palm trees (background); ""Edition Photoglob 5447. Karnak Pylône d'Eugertes"" in white along bottom of print. (Number on object is 18/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.5 x 8.25 in,Edition Photoglob Co.,,,19th-20th centuries,,
https://kiva.lib.utk.edu/egypt/items/show/706,1996.10.6,Abydos Presentation dex Neirif Offraude,,1870-1929,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,"Relief (Sculpture), Egyptian","Inscriptions, Egyptian",,,"Wall relief from Temple of Amen (New Kingdom Dynasty XIX); hieroglyphs above procession of priests with papyrus and fruit leading sacrifical animals to right; stone damage on low registers below double horizontal lines, unidentified cartouche (bottom right corner); ""Sacrificial Animals moved by Ritz (?) from the wall of a small room where the sacrifice probably took place. Abydos?""in brown ink at bottom left on mat; ""10 Abydos Presentation dex Neirif Offraude"" in pencil on back of mat.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8.125 x 10.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/719,1997.5.17,Haute-Egypte temple d'Edfou,,1870-1929,"Temple of Horus (IdfÇ, Egypt)",,,,Temples--Egypt,,,Idfuíã (Egypt),,"Inner court and colonnade, Temple of Horus at Edfu (Ptolemaic Period); view from Egyptian motif incised inner court looking out to papyrus column colonnade and bench with two figures (foreground); pylon with images of deities incised into stone (background); ""88 Haute- Egypte Temple d'Edfou"" in pencil on back of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",9.375 x 7.5,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/721,1997.5.18,Haute Egypte temple d'Edfou,,1870-1929,"Temple of Horus (IdfÇ, Egypt)",,,,Temples--Egypt,,,IdfÇ (Egypt),,"Temple of Horus forecourt at Edfu (Ptolemaic Period); begun by Ptolemy III and completed by Ptolemy XII, the sandstone temple as seen from the colonnaded forecourt, four Egyptian men (right); temple with pyramidal sides supported by papyrus columns, lintel with the winged solar disk (center) and cornice (background); ""Haute Egypte Temple d'Edfou"" in pencil on back of print. ",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7 x 9.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/793,1992.2.29,Fille Pellah,,1870-1929,,,,,"Women, Arab",Clothing and dress--Egypt,,Abu Qir Bay (Egypt),,"Veiled Arab woman with water jug at Aboukir; Woman wearing a niqab, patterned garment under white drapery balances a plain bulbous water jug atop her head (foreground); ""N 13...Photo...Fille Pellah..."" in white along bottom of print.",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",11.25 x 8.5 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/704,2003.5.1,La maison d'Araby Pacha à l'Arsenal,,1880-1889,,,,,Dwellings--Egypt--Alexandria,,,Alexandria (Egypt),,"Alexandria, Egypt; the house of Araby Pasha at arsenal with a troop of soldiers standing before entrance; taken during Arab revolt of 1882. ""3 La maison d'Araby Pacha à l'Arsenal Fiorillo Phot."" in white along bottom.",albumen prints,,,"Anonymous, McClung Museum of Natural History and Culture, The University of Tennessee",10.25 x 7.75 in,,"Fiorillo, Luigi",personal,late 19th century,,Italian
https://kiva.lib.utk.edu/egypt/items/show/743,1934.1.31.19,Phylae,,1880-1913,,,,,Temples--Egypt,,,Philae (Egypt),Agilkia Island,"So-called kiosk of Trajan at Philae (New Kingdom - Dynasty XVIII). Open papyrus hypaethral Temple built by the Emperor Trajan, most likely to shelter the bark of Isis at the eastern banks of Philae Island (foreground); pylon and Temple complex (background); ""80 PHYLAE P. DITTRICH"" in white along bottom of print. ",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.75 x 6.675 in,,"Dittrich, P.",personal,ca. 1900-1910,,American
https://kiva.lib.utk.edu/egypt/items/show/744,1934.1.31.20,Karnak,,1880-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt.,,,Karnak (Egypt),,"Column of King Taharka (Late Period - Dynasty XXV), last surviving of original ten at Karnak, East Thebes. Open papyrus column perfectly intact before striding statue (possibly of Taharka) wearing sekhemty crown, base of column (left); ruined colonnade in the first court of the Temple of Amen with faded Egyptian motifs (background); ""KARNAK P. DITTRICH"" in white along bottom of print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.75 x 6.625 in,,"Dittrich, P.",personal,ca. 1900-1910,,American
https://kiva.lib.utk.edu/egypt/items/show/709,1996.10.13,Thebes. vue generale.,,1880-1918,"Ramesseum (Thebes, Egypt)",,,,"Sculpture, Egyptian",,,Thebes (Egypt : Extinct city),,"General view of Thebes with Colossi of Memnon and Rameseum in the distance (New Kingdom Dynasty XVIII & XIX); excavation site and building complex (bottom middle) Rameseum and Colossi of Memnon (middle of left side); ""989. Thebes. vue generale. P. Dittrich"" in white along bottom of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.5 in,,"Dittrich, P.",personal,ca. 1900-1910,,American
https://kiva.lib.utk.edu/egypt/items/show/699,1992.2.23,Kom-Ombo le Temple,,1893-1929,Temple of Sobek and Haroeris (Ombos),,,,Temples--Egypt,Sobek (Egyptian deity),Horus (Egyptian deity),Ombos (Extinct city),,"Hypostyle Hall, Temple of Sobek and Haroeris at Kom Ombo (Ptolemaic Period); main Temple after cleared of debris by Jacques de Morgan in 1893, with heavily inscribed broken columns drums before hypostyle hall of open papyrus columns supporting lintels with winged sun disks; ghostly figure before hypostyle hall; ""Edition Photoglob. 5575. Kom - Ombo le Temple."" in white along bottom of print;  ""Kom Ombo Nile"" in black ink at bottom left corner back of print. (Number on object is 23/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.5 in,Edition Photoglob Co.,,,19th-20th centuries,,
https://kiva.lib.utk.edu/egypt/items/show/720,1934.1.31.13,T…que de Philae,,1898-1912,Isis (Egyptian deity),,,,Temples--Egypt,,,Philae (Egypt),,"Temple of Isis and Kiosk of Trajan at Philae (Ptolemaic-Roman Periods); island Temple and kiosk flooded by water after construction of Aswan Low Dam, 1898-1902, quarries (background); ""T…que de Philae No 1120 Peridis` in white along bottom, ""509"" in pencil on back of print. Smaller copy of 1934.1.31.2.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.25 x 6 in,,"Peridis, P.  ",personal,,,
https://kiva.lib.utk.edu/egypt/items/show/737,1934.1.31.2,,Temple of Isis and Kiosk of Trajan,1898-1912,"Temple of Isis (Qinaíã, Egypt)",,,,Temples--Egypt,,,Philae (Egypt),,"Island temple and kiosk flooded by water after construction of Aswan Low Dam, 1898-1902, quarries (background); untitled print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.25 x 5.75 in,,"Peridis, P.",personal,,,
https://kiva.lib.utk.edu/egypt/items/show/638,1934.1.31.117,Asswan,,1899-1913,,,,,Dams--Egypt,,,Aswan Dam (Egypt),,"Assuan barrage at Assua. A group of Egyptian people scattered about the shores of the Nile (foreground) before the barrage of the Assuan Dam, constructed ca. 1899-1902 C.E.; a group of structures atop the dam and mountain range (background); ""7. A. MARQUEZ ASSWAN"" in white along bottom of print. ",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7.75 x 10.25 in,,"Marquez, A.",personal,,,
https://kiva.lib.utk.edu/egypt/items/show/795,1934.1.31.63,,Assuan Barrage (Long view),1899-1913,,,,,Dams--Egypt,,,Aswan Dam (Egypt),,"Assuan barrage (long view) at Assuan; group of Egyptians, some with baskets and sticks on the shore of the Nile (foreground) barrage and cataract of the Assuan Dam and turbulent waters of the Nile (middle ground); mountain range and small town (background); untitled print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.25 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/639,1934.1.31.105,"Assouan. Première Cataracte Lichtenstern et Harari, Cairo.",,1900-1909,,,,,,,,Aswaíãn (Egypt),Nile River,"First Cataract at Assuan. Hand colored photograph of the first Cataract of the Assuan Dam constructed ca. 1898-1902; Six swimmers in turbulent waters of the Nile (foreground); small rocky island and opposite shore (background); ""Assouan. Première Cataracte Lichtenstern et Harari, Cairo."" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/642,1934.1.31.99,"Phylae, The Inundated Island",,1900-1909,,,,,Temples--Egypt,Pavilions--Egypt,,Philae (Egypt),,"Kiosk of Emperor Trajan During Inundation at Philae (Roman Period); Hand colored image of the flooded Kiosk of Trajan after the construction of the Assuan Dam with vegetation (foreground); ruins atop higher ground (background); ""No. 33 (Registered) PHYLAE, THE INUNDATED ISLAND Lichtenstern et Harari, Cairo."" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/668,1934.1.31.116,Le Caire Tombeaux des Mammlouks,,1900-1909,,,,,,,,Cairo (Egypt),,"Panoramic view of Cairo. Hand colored image of buildings and ornate mosques within the city of Cairo (fore-middle ground); citadel and mosque of Muhammed Ali, comissioned by Muhammed Ali Pasha, ca. 1830-1848 (right background); ""LE CAIRE Tombeaux des Mammlouks Lichtenstern et Harari, Cairo"" in gold along bottom of print. ",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in ,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/676,1934.1.31.92,Bicharis Hut,,1900-1909,,,,,Bedouins--Egypt,,,,,"Desert dwellers at an unknown location; color tinted image of two men and a child before tents and other goods; camels and other structures (background); ""No. 31. (Registered) BICHARIS HUT Lichtenstern & Harari, Cairo."" in gold at bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/780,1934.1.31.51,Le Caire. Vue panoramique ,,1900-1909,,,,,,,,Cairo (Egypt),,"View of Cairo, Mosque of Mohammed Ali in the background at Cairo; hand colored print of view of Cairo; buildings in various states of disrepair (fore to middle ground); Mosque of Mohammed Ali and possibly Mosque-Madrassa of Sultan Hasan in the background; ""LE CAIRE. Vue panoramique. Lichtenstern et Harari, Cairo"" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",5.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/781,1934.1.31.52,Cairo Minaret of a Mosque,,1900-1909,,,,,Minarets--Egypt--Cairo,,,,Cairo (Egypt),"Dilapidated minaret, tombs of Mamluks (Caliphs) at Cairo (A.D. 1250-1517); Hand colored print of close up of a minaret at the tombs of the Mamluks or Caliphs atop ruins (foreground); several tombs topped with domes, minaret, and mountains (background); ""No. 20 (Registered) CAIRO, MINARET OF A MOSQUE Lichtenstern & Harari, Cairo"", in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9 x 6.75 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/783,1934.1.31.54,Le Caire Fête du tapis sacré,,1900-1909,,,,,Muslim pilgrims and pilgrimages,,,,,"Holy carpet of Mecca pilgrims in Cairo; Hand colored image of the procession of the Festival of Mah'mal, a pyramidal form hung by embroidered fabrics to be placed in the most sacred interior of the Mosque at Mecca (background); an armed guard on white horses lead the procession (foreground); Egyptian men and contemporary buildings frame the scene; ""LE CAIRE. Fête du tapis sacre. Lichtenstern et Harari, Cairo"" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/788,1934.1.31.57,Le Caire Pyramide et Sphinx,,1900-1909,,,,,Great Sphinx (Egypt),Pyramids--Egypt,,Jiíãzah (Egypt),,"Travelers at the Great Sphinx at Gizeh; hand colored print; Egyptian and western men with two camels and a horse before the Great Sphinx, believed to have been built during the reign of Pharaoh Khafre; Great Pyramid of Pharaoh Khufu completed around 2560 B.C.E., three figures on sand dune (center background); ""LE CAIRE. Pyramide et Sphinx. Lichtenstern et Harari, Cairo."" in gold along bottom of print. ",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/796,1934.1.31.64,Assouan Reservoir,,1900-1909,,,,,Dams--Egypt,,,Aswan Dam (Egypt),,"Assuan barrage (long view) at Assuan; Hand colored image of barrage and cataract of the Assuan Dam with people atop looking down at the turbulent waters of the Nile; mountain range and buildings (background); ""ASSOUAN, RESERVOIR No. 51. Lichtenstern & Harari, Cairo."" in gold along bottom of print. ",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/717,1934.1.31.1,"Le Caire Vue Genérale du Phylae Lichtenstern et Harari, Cairo",,1900-1913,,,,,Tombs--Egypt,,,Philae (Egypt),,"Hand colored photograph taken from the rocky island of Bigga (foreground); island Temple of Philae (Ptolemaic-Roman Periods) before it was flooded by the Aswan Low Dam (middle ground), opposite shore of the Nile (background); inscribed ""LE CAIRE Vue Genérale du Phylae Lichtenstern et Harari, Cairo"".",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/748,1934.1.31.21,"Thebes: Interieur du tombeau Lichtenstern & Harari, Cairo",,1900-1913,"Seti I, King of Egypt",,,,Tombs--Egypt,"Mural painting and decoration, Egyptian",,Valley of the Kings (Egypt),,"Wall painting of the tomb of Seti I (New Kingdom - Dynasty XIX) at Abydos; hand colored print of Osiris in mummy form wearing atef crown and holding crook and flail in crossed arms (left wall); four rows of hieroglyphs and images of deities, a ship, and other iconography associated with the afterlife (top part of back wall), other Egyptian motifs (bottom of fragmented back wall); ""THEBES: Interieur du tombeau Seti I. Lichtenstern et Harari, Cairo."" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9 in,,Lichtenstern & Harari,corporate,early 20th century,,
https://kiva.lib.utk.edu/egypt/items/show/800,1934.1.31.65,,Felukas on the Nile,1900-1913,,,,,Boats and boating--Egypt,,,,,"Felukas on the Nile in Egypt (ca. 1900); feluka without sails tied up at dock with four smaller boats (foreground); seven felukas with sail on the Nile (middle ground); opposite shore of Nile and mountain range (background); untitled print, ""546"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/659,1934.1.927.1,,Mrs. Louis Bailey Audigier of Knoxville at Egyptian Museum,1912-1913,"Audigier, Eleanor Deane, 1864-1931",Mathí£af al-Misí£riíã,,,Museums--Egypt--Cairo,,,,,"Mrs. Audigier standing to the right of an obelisk; the obelisk top depicts the form of Ramses II (foreground); obelisk located outside of Egyptian Museum in Cairo (left middle ground); description of scene in Mr. Audigier's handwriting in black ink, back of photo; ""Au 735"", ""927.1/A1"" and ""Silverprint"" written in pencil on back of photo; untitled print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",5.5 x 3.25 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/791,1934.1.31.60,,Mr. and Mrs. Louis Bailey Audigier of Knoxville at Great Sphinx,1912-1913,"Audigier, Louis Bailey","Audigier, Eleanor Deane, 1864-1931.",,,Great Sphinx (Egypt),Pyramids--Egypt,,Jiíãzah (Egypt),,"Mr. and Mrs. Louis Bailey Audigier of Knoxville, Tennessee, at the Great Sphinx in Gizeh; three western ladies in horse drawn buggies and Mr. Audigier on camel, left, with two Egyptian guides before the Great Sphinx, believed to have been built c. 2558-2532 B.C.E. (foreground); Pyramid of Khafre and Menkaure's pyramid complex (background); untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.5 x 8.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/651,1934.1.31.115,"Pyramids, Cairo; Mr. and Mrs. Louis Bailey Audigier",,1912-1913     ,"Audigier, Louis Bailey","Audigier, Eleanor Deane, 1864-1931.",,,Great Sphinx (Egypt),,,J€Çzah (Egypt),,"Mr. and Mrs. Louis Bailey Audigier of Knoxville at Great Sphinx at Gizeh; Mr. and Mrs. Audigier and one other man on camels with four Egyptian guides pose for picture before three quarter view of Great Sphinx and the Pyramid of Khufu, ca. 2560-2540 B.C.E. (background); ""GEORGE M. GEORGOULAS PYRAMIDS CAIRO"" in black ink stamped on back of print, bottom left corner.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.75 x 6.5 in,,"Georgoulas, George M.",personal,1915-1937,,
https://kiva.lib.utk.edu/egypt/items/show/610,1996.10.12,"At King Tuts Tomb, in the valley of the Kings, where twenty dynasties are buried",,1922-1932,"Tutankhamen, King of Egypt",,,,Tombs--Egypt,,,Valley of the Kings (Egypt),,"Entrance of Tomb of Tutankhamen at the Valley of the Kings, West Thebes (New Kingdom Dynasty XVIII); Tomb of Tutankhamen after discovery in 1922 by Howard Carter and George Herbert, 5th Earl of Carnarvon; deep brick enclosure with people crowded around it, two Egyptian men and animals stand on rocky hill near vegetation (foreground); tomb entrance set at base of hill, two men stand to right (middle ground); mountain range and desert (background); ""(copyright) Publisher's Photo Service, Inc. 608 Egypt. At King Tuts Tomb, in the valley of the Kings, where twenty dynasties are buried"" in black along bottom; ""47"" in pencil at bottom left corner of border.",platinum prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7.5 x 9.25 in,"Publisher's Photo Service, Inc",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,coffin,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
